"","country","ppts_finished","ppts_att_check_excl","ppts_after_att_check_excl","ppts_non_native_speaker","ppts_en_speaker","ppts_vi_speaker","ppts_zh_speaker","ppts_lived_abroad","ppts_oversea_exp","ppts_after_demog_excl"
"1","US",200,26,174,"18 *","N/A","4 *","30 *","29 *",77,109
